"","VAN.BUREN.Class","VAN.BUREN.fieldacres","VAN.BUREN.Commodity","VAN.BUREN.Bin","VAN.BUREN.Year","VAN.BUREN.year","VAN.BUREN.threshold","VAN.BUREN.NASSacres","VAN.BUREN.County"
"1239",245,24.3816020685968,"CELERY","Row Crops",2012,2012,3,256,"VAN BUREN"
"1241",1,58590.0712544059,"CORN","Corn",2012,2012,2,76369,"VAN BUREN"
"1242",5,21740.6389253815,"SOYBEANS","Soy",2012,2012,2,19825,"VAN BUREN"
"1243",24,969.404301376392,"WHEAT","Winter Wheat",2012,2012,2,2240,"VAN BUREN"
"1244",28,10.9896350464423,"OATS","Row Crops",2012,2012,2,100,"VAN BUREN"
"1245",36,5277.76566262926,"HAY","Alfalfa",2012,2012,2,17208,"VAN BUREN"
"1247",43,439.682402123073,"POTATOES","Potatoes",2012,2012,2,45,"VAN BUREN"
"1252",66,256.165239538248,"CHERRIES","Cherries",2012,2012,2,906,"VAN BUREN"
"1253",67,322.013404514807,"PEACHES","Tree Crops",2012,2012,2,170,"VAN BUREN"
"1254",68,1511.90193930229,"APPLES","Apples",2012,2012,2,3113,"VAN BUREN"
"1255",69,2768.27736854021,"GRAPES","Tree Crops",2012,2012,2,4959,"VAN BUREN"
"1257",207,299.580944666356,"ASPARAGUS","Row Crops",2012,2012,2,568,"VAN BUREN"
"1258",222,77.4604243862701,"SQUASH","Row Crops",2012,2012,2,552,"VAN BUREN"
"1259",229,56.2560694802203,"PUMPKINS","Pumpkins",2012,2012,2,324,"VAN BUREN"
"1260",242,1701.34163649237,"BLUEBERRIES","Blueberries",2012,2012,2,8497,"VAN BUREN"
"1262",245,24.381602098761,"CELERY","Row Crops",2012,2012,2,256,"VAN BUREN"
"1264",1,58939.7701792364,"CORN","Corn",2012,2012,1,76369,"VAN BUREN"
"1265",5,21861.6919009342,"SOYBEANS","Soy",2012,2012,1,19825,"VAN BUREN"
"1266",24,970.648222727988,"WHEAT","Winter Wheat",2012,2012,1,2240,"VAN BUREN"
"1267",28,10.9918967570013,"OATS","Row Crops",2012,2012,1,100,"VAN BUREN"
"1268",36,5773.72905850613,"HAY","Alfalfa",2012,2012,1,17208,"VAN BUREN"
"1270",43,439.682402123073,"POTATOES","Potatoes",2012,2012,1,45,"VAN BUREN"
"1275",66,245.873572955295,"CHERRIES","Cherries",2012,2012,1,906,"VAN BUREN"
"1276",67,322.013404514807,"PEACHES","Tree Crops",2012,2012,1,170,"VAN BUREN"
"1277",68,1594.15191372449,"APPLES","Apples",2012,2012,1,3113,"VAN BUREN"
"1278",69,2795.60982528017,"GRAPES","Tree Crops",2012,2012,1,4959,"VAN BUREN"
"1280",207,307.871283360991,"ASPARAGUS","Row Crops",2012,2012,1,568,"VAN BUREN"
"1281",222,77.4990987017407,"SQUASH","Row Crops",2012,2012,1,552,"VAN BUREN"
"1282",229,56.2560694802203,"PUMPKINS","Pumpkins",2012,2012,1,324,"VAN BUREN"
"1283",242,1814.78104664802,"BLUEBERRIES","Blueberries",2012,2012,1,8497,"VAN BUREN"
"1285",245,24.381602098761,"CELERY","Row Crops",2012,2012,1,256,"VAN BUREN"
"2360",1,33087.9176898945,"CORN","Corn",2017,2017,14,56355,"VAN BUREN"
"2361",5,24866.120087118,"SOYBEANS","Soy",2017,2017,14,34377,"VAN BUREN"
"2362",24,696.865808765712,"WHEAT","Winter Wheat",2017,2017,14,1292,"VAN BUREN"
"2363",36,1680.6126344765,"HAY","Alfalfa",2017,2017,14,17084,"VAN BUREN"
"2364",43,57.1852648185931,"POTATOES","Potatoes",2017,2017,14,24,"VAN BUREN"
"2368",66,18.2958473412738,"CHERRIES","Cherries",2017,2017,14,831,"VAN BUREN"
"2369",68,190.732272255312,"APPLES","Apples",2017,2017,14,2532,"VAN BUREN"
"2370",69,1065.50474925515,"GRAPES","Tree Crops",2017,2017,14,3183,"VAN BUREN"
"2371",207,14.4522859803619,"ASPARAGUS","Row Crops",2017,2017,14,1250,"VAN BUREN"
"2372",222,187.640706941664,"SQUASH","Row Crops",2017,2017,14,490,"VAN BUREN"
"2374",1,37279.9699302995,"CORN","Corn",2017,2017,13,56355,"VAN BUREN"
"2375",5,28691.1476954331,"SOYBEANS","Soy",2017,2017,13,34377,"VAN BUREN"
"2376",24,810.264879452404,"WHEAT","Winter Wheat",2017,2017,13,1292,"VAN BUREN"
"2378",36,3026.58059100428,"HAY","Alfalfa",2017,2017,13,17084,"VAN BUREN"
"2379",43,235.943970789933,"POTATOES","Potatoes",2017,2017,13,24,"VAN BUREN"
"2382",53,11.8440219100208,"PEAS","Row Crops",2017,2017,13,4,"VAN BUREN"
"2384",66,110.611753524951,"CHERRIES","Cherries",2017,2017,13,831,"VAN BUREN"
"2385",68,630.729501682941,"APPLES","Apples",2017,2017,13,2532,"VAN BUREN"
"2386",69,1886.69238197445,"GRAPES","Tree Crops",2017,2017,13,3183,"VAN BUREN"
"2388",207,15.3570987335852,"ASPARAGUS","Row Crops",2017,2017,13,1250,"VAN BUREN"
"2389",222,196.271547608851,"SQUASH","Row Crops",2017,2017,13,490,"VAN BUREN"
"2392",1,39439.8939834566,"CORN","Corn",2017,2017,12,56355,"VAN BUREN"
"2393",5,30096.2862475751,"SOYBEANS","Soy",2017,2017,12,34377,"VAN BUREN"
"2394",24,910.511624110127,"WHEAT","Winter Wheat",2017,2017,12,1292,"VAN BUREN"
"2396",36,3455.5897329288,"HAY","Alfalfa",2017,2017,12,17084,"VAN BUREN"
"2397",43,240.471095919142,"POTATOES","Potatoes",2017,2017,12,24,"VAN BUREN"
"2400",53,11.8440219100208,"PEAS","Row Crops",2017,2017,12,4,"VAN BUREN"
"2403",66,206.870438402489,"CHERRIES","Cherries",2017,2017,12,831,"VAN BUREN"
"2404",68,895.919731888766,"APPLES","Apples",2017,2017,12,2532,"VAN BUREN"
"2405",69,2337.94634034871,"GRAPES","Tree Crops",2017,2017,12,3183,"VAN BUREN"
"2407",207,15.3572557381659,"ASPARAGUS","Row Crops",2017,2017,12,1250,"VAN BUREN"
"2408",222,198.091945680697,"SQUASH","Row Crops",2017,2017,12,490,"VAN BUREN"
"2411",1,40361.4389458412,"CORN","Corn",2017,2017,11,56355,"VAN BUREN"
"2412",5,31044.0324703537,"SOYBEANS","Soy",2017,2017,11,34377,"VAN BUREN"
"2413",24,955.543226264696,"WHEAT","Winter Wheat",2017,2017,11,1292,"VAN BUREN"
"2415",36,3846.53817750475,"HAY","Alfalfa",2017,2017,11,17084,"VAN BUREN"
"2416",43,246.693939927574,"POTATOES","Potatoes",2017,2017,11,24,"VAN BUREN"
"2419",53,11.8440219100208,"PEAS","Row Crops",2017,2017,11,4,"VAN BUREN"
"2422",66,243.911889160981,"CHERRIES","Cherries",2017,2017,11,831,"VAN BUREN"
"2423",68,1042.95482247061,"APPLES","Apples",2017,2017,11,2532,"VAN BUREN"
"2424",69,2570.71851084356,"GRAPES","Tree Crops",2017,2017,11,3183,"VAN BUREN"
"2426",207,15.3572557381659,"ASPARAGUS","Row Crops",2017,2017,11,1250,"VAN BUREN"
"2427",222,198.616680628915,"SQUASH","Row Crops",2017,2017,11,490,"VAN BUREN"
"2430",1,40992.5974591172,"CORN","Corn",2017,2017,10,56355,"VAN BUREN"
"2431",5,31573.9190318184,"SOYBEANS","Soy",2017,2017,10,34377,"VAN BUREN"
"2432",24,977.476316680198,"WHEAT","Winter Wheat",2017,2017,10,1292,"VAN BUREN"
"2434",36,3989.72209023891,"HAY","Alfalfa",2017,2017,10,17084,"VAN BUREN"
"2435",43,247.550702733479,"POTATOES","Potatoes",2017,2017,10,24,"VAN BUREN"
"2438",53,11.8440219100208,"PEAS","Row Crops",2017,2017,10,4,"VAN BUREN"
"2441",66,218.715701357556,"CHERRIES","Cherries",2017,2017,10,831,"VAN BUREN"
"2442",68,1082.76351105843,"APPLES","Apples",2017,2017,10,2532,"VAN BUREN"
"2443",69,2677.75908465918,"GRAPES","Tree Crops",2017,2017,10,3183,"VAN BUREN"
"2445",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,10,1250,"VAN BUREN"
"2446",222,185.505038755034,"SQUASH","Row Crops",2017,2017,10,490,"VAN BUREN"
"2449",1,41381.0578302641,"CORN","Corn",2017,2017,9,56355,"VAN BUREN"
"2450",5,31987.8106465042,"SOYBEANS","Soy",2017,2017,9,34377,"VAN BUREN"
"2451",24,983.447167250715,"WHEAT","Winter Wheat",2017,2017,9,1292,"VAN BUREN"
"2453",36,4110.28506574655,"HAY","Alfalfa",2017,2017,9,17084,"VAN BUREN"
"2454",43,247.607508740295,"POTATOES","Potatoes",2017,2017,9,24,"VAN BUREN"
"2457",53,11.8440219100208,"PEAS","Row Crops",2017,2017,9,4,"VAN BUREN"
"2460",66,291.590988764359,"CHERRIES","Cherries",2017,2017,9,831,"VAN BUREN"
"2461",68,1126.23214618613,"APPLES","Apples",2017,2017,9,2532,"VAN BUREN"
"2462",69,2732.30613007967,"GRAPES","Tree Crops",2017,2017,9,3183,"VAN BUREN"
"2464",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,9,1250,"VAN BUREN"
"2465",222,186.599992682427,"SQUASH","Row Crops",2017,2017,9,490,"VAN BUREN"
"2468",1,41808.589665202,"CORN","Corn",2017,2017,8,56355,"VAN BUREN"
"2469",5,32325.7211323643,"SOYBEANS","Soy",2017,2017,8,34377,"VAN BUREN"
"2471",24,1003.12014677417,"WHEAT","Winter Wheat",2017,2017,8,1292,"VAN BUREN"
"2473",36,4163.34050125913,"HAY","Alfalfa",2017,2017,8,17084,"VAN BUREN"
"2474",43,245.317012499877,"POTATOES","Potatoes",2017,2017,8,24,"VAN BUREN"
"2477",53,11.8440219100208,"PEAS","Row Crops",2017,2017,8,4,"VAN BUREN"
"2480",66,329.146065152713,"CHERRIES","Cherries",2017,2017,8,831,"VAN BUREN"
"2481",68,1155.0296838258,"APPLES","Apples",2017,2017,8,2532,"VAN BUREN"
"2482",69,2771.43175303054,"GRAPES","Tree Crops",2017,2017,8,3183,"VAN BUREN"
"2484",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,8,1250,"VAN BUREN"
"2485",222,186.891947179599,"SQUASH","Row Crops",2017,2017,8,490,"VAN BUREN"
"2488",1,42247.4558656948,"CORN","Corn",2017,2017,7,56355,"VAN BUREN"
"2490",5,32612.5935675084,"SOYBEANS","Soy",2017,2017,7,34377,"VAN BUREN"
"2492",24,990.809114934959,"WHEAT","Winter Wheat",2017,2017,7,1292,"VAN BUREN"
"2494",36,4274.2470213072,"HAY","Alfalfa",2017,2017,7,17084,"VAN BUREN"
"2495",43,245.384927131273,"POTATOES","Potatoes",2017,2017,7,24,"VAN BUREN"
"2498",53,11.8440219100208,"PEAS","Row Crops",2017,2017,7,4,"VAN BUREN"
"2501",66,370.22858656116,"CHERRIES","Cherries",2017,2017,7,831,"VAN BUREN"
"2502",68,1253.07941729507,"APPLES","Apples",2017,2017,7,2532,"VAN BUREN"
"2503",69,2840.88657212471,"GRAPES","Tree Crops",2017,2017,7,3183,"VAN BUREN"
"2505",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,7,1250,"VAN BUREN"
"2506",222,202.253682208681,"SQUASH","Row Crops",2017,2017,7,490,"VAN BUREN"
"2509",1,42574.8339965878,"CORN","Corn",2017,2017,6,56355,"VAN BUREN"
"2511",5,32790.7273224323,"SOYBEANS","Soy",2017,2017,6,34377,"VAN BUREN"
"2513",24,1006.27702424386,"WHEAT","Winter Wheat",2017,2017,6,1292,"VAN BUREN"
"2516",36,4469.59934839088,"HAY","Alfalfa",2017,2017,6,17084,"VAN BUREN"
"2517",43,244.644621696367,"POTATOES","Potatoes",2017,2017,6,24,"VAN BUREN"
"2520",53,23.7924090028931,"PEAS","Row Crops",2017,2017,6,4,"VAN BUREN"
"2523",66,403.238592362636,"CHERRIES","Cherries",2017,2017,6,831,"VAN BUREN"
"2524",67,12.7723355794427,"PEACHES","Tree Crops",2017,2017,6,210,"VAN BUREN"
"2525",68,1316.77717432605,"APPLES","Apples",2017,2017,6,2532,"VAN BUREN"
"2526",69,2880.54771842539,"GRAPES","Tree Crops",2017,2017,6,3183,"VAN BUREN"
"2528",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,6,1250,"VAN BUREN"
"2529",222,203.22193582243,"SQUASH","Row Crops",2017,2017,6,490,"VAN BUREN"
"2532",1,42757.892932692,"CORN","Corn",2017,2017,5,56355,"VAN BUREN"
"2534",5,33020.7543105161,"SOYBEANS","Soy",2017,2017,5,34377,"VAN BUREN"
"2536",24,1026.88937710485,"WHEAT","Winter Wheat",2017,2017,5,1292,"VAN BUREN"
"2539",36,4613.3268185546,"HAY","Alfalfa",2017,2017,5,17084,"VAN BUREN"
"2540",43,245.718695643395,"POTATOES","Potatoes",2017,2017,5,24,"VAN BUREN"
"2543",53,24.4152413482147,"PEAS","Row Crops",2017,2017,5,4,"VAN BUREN"
"2546",66,513.804529356823,"CHERRIES","Cherries",2017,2017,5,831,"VAN BUREN"
"2547",67,12.8786536519318,"PEACHES","Tree Crops",2017,2017,5,210,"VAN BUREN"
"2548",68,1418.11536038236,"APPLES","Apples",2017,2017,5,2532,"VAN BUREN"
"2549",69,3000.21122286475,"GRAPES","Tree Crops",2017,2017,5,3183,"VAN BUREN"
"2552",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,5,1250,"VAN BUREN"
"2553",222,226.436255316616,"SQUASH","Row Crops",2017,2017,5,490,"VAN BUREN"
"2556",1,43000.7182177339,"CORN","Corn",2017,2017,4,56355,"VAN BUREN"
"2558",5,33395.6318038577,"SOYBEANS","Soy",2017,2017,4,34377,"VAN BUREN"
"2560",24,1034.69776452409,"WHEAT","Winter Wheat",2017,2017,4,1292,"VAN BUREN"
"2563",36,4704.91807379122,"HAY","Alfalfa",2017,2017,4,17084,"VAN BUREN"
"2565",43,245.718695643395,"POTATOES","Potatoes",2017,2017,4,24,"VAN BUREN"
"2568",53,24.4152413482147,"PEAS","Row Crops",2017,2017,4,4,"VAN BUREN"
"2571",66,587.743431038341,"CHERRIES","Cherries",2017,2017,4,831,"VAN BUREN"
"2572",67,12.8941827171039,"PEACHES","Tree Crops",2017,2017,4,210,"VAN BUREN"
"2573",68,1411.91294494727,"APPLES","Apples",2017,2017,4,2532,"VAN BUREN"
"2574",69,3102.33800935713,"GRAPES","Tree Crops",2017,2017,4,3183,"VAN BUREN"
"2577",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,4,1250,"VAN BUREN"
"2578",222,226.613231332431,"SQUASH","Row Crops",2017,2017,4,490,"VAN BUREN"
"2581",1,43368.9471616194,"CORN","Corn",2017,2017,3,56355,"VAN BUREN"
"2583",5,33551.5247167346,"SOYBEANS","Soy",2017,2017,3,34377,"VAN BUREN"
"2585",24,1055.97529164875,"WHEAT","Winter Wheat",2017,2017,3,1292,"VAN BUREN"
"2588",36,4903.75289320616,"HAY","Alfalfa",2017,2017,3,17084,"VAN BUREN"
"2590",43,245.168453619391,"POTATOES","Potatoes",2017,2017,3,24,"VAN BUREN"
"2593",53,24.4152413482147,"PEAS","Row Crops",2017,2017,3,4,"VAN BUREN"
"2596",66,704.566588080786,"CHERRIES","Cherries",2017,2017,3,831,"VAN BUREN"
"2597",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,3,210,"VAN BUREN"
"2598",68,1473.3065647093,"APPLES","Apples",2017,2017,3,2532,"VAN BUREN"
"2599",69,3179.99059347464,"GRAPES","Tree Crops",2017,2017,3,3183,"VAN BUREN"
"2602",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,3,1250,"VAN BUREN"
"2603",222,268.90056342191,"SQUASH","Row Crops",2017,2017,3,490,"VAN BUREN"
"2606",1,43593.6802189679,"CORN","Corn",2017,2017,2,56355,"VAN BUREN"
"2608",5,33810.670322225,"SOYBEANS","Soy",2017,2017,2,34377,"VAN BUREN"
"2609",24,1099.72840915263,"WHEAT","Winter Wheat",2017,2017,2,1292,"VAN BUREN"
"2612",36,5062.49654344286,"HAY","Alfalfa",2017,2017,2,17084,"VAN BUREN"
"2614",43,244.999526312945,"POTATOES","Potatoes",2017,2017,2,24,"VAN BUREN"
"2617",53,24.4152413482147,"PEAS","Row Crops",2017,2017,2,4,"VAN BUREN"
"2620",66,796.163199571663,"CHERRIES","Cherries",2017,2017,2,831,"VAN BUREN"
"2621",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,2,210,"VAN BUREN"
"2622",68,1569.06383248838,"APPLES","Apples",2017,2017,2,2532,"VAN BUREN"
"2623",69,3301.10742443427,"GRAPES","Tree Crops",2017,2017,2,3183,"VAN BUREN"
"2626",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,2,1250,"VAN BUREN"
"2627",222,295.030753136027,"SQUASH","Row Crops",2017,2017,2,490,"VAN BUREN"
"2630",1,43867.4797977085,"CORN","Corn",2017,2017,1,56355,"VAN BUREN"
"2632",5,33951.7963530556,"SOYBEANS","Soy",2017,2017,1,34377,"VAN BUREN"
"2633",24,1145.23580776172,"WHEAT","Winter Wheat",2017,2017,1,1292,"VAN BUREN"
"2636",36,5302.42454513367,"HAY","Alfalfa",2017,2017,1,17084,"VAN BUREN"
"2638",43,244.999526312945,"POTATOES","Potatoes",2017,2017,1,24,"VAN BUREN"
"2641",53,24.4152413482147,"PEAS","Row Crops",2017,2017,1,4,"VAN BUREN"
"2644",66,883.050726764061,"CHERRIES","Cherries",2017,2017,1,831,"VAN BUREN"
"2645",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,1,210,"VAN BUREN"
"2646",68,1622.79501082965,"APPLES","Apples",2017,2017,1,2532,"VAN BUREN"
"2647",69,3347.54691317819,"GRAPES","Tree Crops",2017,2017,1,3183,"VAN BUREN"
"2650",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,1,1250,"VAN BUREN"
"2651",222,298.879383377007,"SQUASH","Row Crops",2017,2017,1,490,"VAN BUREN"
